ville;quartier;prix;surface;;nombre_de_chambres;nombre_de_salles_de_bain;etage;terrasse;garage;ascenseur;piscine;securite;quartier_key;lat;lon;nb_ecoles;nb_hopitaux;nb_pharmacies;nb_mosquees;nb_banques;nb_centres_commerciaux;prix_m2_quartier;score_commodites;bien_appartement;bien_bureau;bien_ferme;bien_local_commercial;bien_logement;bien_maison;bien_riad;bien_terrain;bien_villa
casablanca;beausite;883500.0;93.0;;3.0;2.0;3.0;1;0;1;0;1;casablanca_beausite;33.5488381;-7.5722842;24;4;31;21;48;0;13335.73503776874;0.39863001154819216;True;False;False;False;False;False;False;False;False
casablanca;mers sultan;4692000.0;204.0;;3.0;2.0;3.0;0;0;0;0;0;casablanca_mers sultan;33.5723689;-7.6042795;30;4;42;16;60;0;15135.94670406732;0.5277530639000731;False;False;False;False;False;False;False;True;False
casablanca;oulfa;400000.0;52.0;;2.0;1.0;4.0;0;0;0;0;1;casablanca_oulfa;33.56486;-7.69421;21;0;25;9;25;0;13260.213353269308;-0.24990948028674984;True;False;False;False;False;False;False;False;False
casablanca;jamila 3;1200000.0;312.0;;6.0;1.0;3.0;0;0;0;0;0;casablanca_jamila 3;33.5838213;-7.619422;31;13;69;16;166;3;5073.327222731439;2.1193076118180367;False;False;False;False;False;True;False;False;False
casablanca;derb kora;6000000.0;61.0;;3.0;5.0;3.0;0;0;0;0;0;casablanca_derb kora;33.5488381;-7.5722842;24;4;31;21;48;0;26581.027667984188;0.39863001154819216;False;True;False;False;False;False;False;False;False
casablanca;burger;1440000.0;168.0;;3.0;1.0;3.0;0;0;1;0;0;casablanca_burger;33.5488381;-7.5722842;24;4;31;21;48;0;12519.3887876948;0.39863001154819216;True;False;False;False;False;False;False;False;False
casablanca;ain diab;12200000.0;619.0;;4.0;3.0;3.0;1;1;0;1;1;casablanca_ain diab;33.5848607;-7.681233;10;1;6;3;7;0;19726.459436191453;-0.7618861236009302;False;False;False;False;False;False;False;False;True
casablanca;polo;7500000.0;480.0;;4.0;4.0;3.0;1;1;1;0;1;casablanca_polo;33.5488381;-7.5722842;24;4;31;21;48;0;12482.48458612095;0.39863001154819216;False;False;False;False;False;False;False;False;True
casablanca;marif;3500000.0;108.0;;3.0;2.0;3.0;0;0;0;0;0;casablanca_marif;33.582734506849;-7.618144493372;32;13;73;12;155;3;18532.85992780883;2.0239699128902124;False;False;False;True;False;False;False;False;False
casablanca;mers sultan;1650000.0;111.0;;3.0;2.0;3.0;1;1;1;0;1;casablanca_mers sultan;33.5723689;-7.6042795;30;4;42;16;60;0;15135.94670406732;0.5277530639000731;True;False;False;False;False;False;False;False;False
casablanca;triangle d'or;2000000.0;154.0;;3.0;2.0;3.0;1;1;1;0;0;casablanca_triangle d'or;33.5826394;-7.6377617;42;7;55;14;133;2;17963.191877115336;1.5614355087136158;True;False;False;False;False;False;False;False;False
casablanca;californie;17000000.0;1030.0;;6.0;4.0;3.0;1;1;0;1;1;casablanca_californie;33.53281;-7.63309;4;0;12;4;13;2;13271.63182886768;-0.4863279618005737;False;False;False;False;False;False;False;False;True
casablanca;californie;17000000.0;1030.0;;5.0;4.0;3.0;1;1;0;1;1;casablanca_californie;33.53281;-7.63309;4;0;12;4;13;2;13271.63182886768;-0.4863279618005737;False;False;False;False;False;False;False;False;True
casablanca;gauthier;4000000.0;243.0;;5.0;2.0;3.0;1;1;1;0;1;casablanca_gauthier;33.5897344;-7.6307528;40;8;58;16;150;2;20441.0369595942;1.725588693367878;True;False;False;False;False;False;False;False;False
casablanca;sidi belyout;5500000.0;200.0;;3.0;1.0;3.0;0;1;0;0;1;casablanca_sidi belyout;33.586002141157;-7.620275440486;31;11;70;13;170;3;24127.12855842974;1.9953488096552316;False;False;False;True;False;False;False;False;False
casablanca;beausjour;940000.0;90.0;;2.0;1.0;3.0;0;0;0;0;0;casablanca_beausjour;33.5768853;-7.6478849;36;2;43;9;89;1;16203.759627176843;0.67913487994481;True;False;False;False;False;False;False;False;False
casablanca;ain sebaa;72000000.0;6900.0;;3.0;2.0;3.0;0;0;0;0;0;casablanca_ain sebaa;33.6015639;-7.5453682;5;1;8;11;12;0;3752.0569712390047;-0.6150807845302242;False;False;False;False;False;False;False;True;False
casablanca;lissasfa;45000000.0;50000.0;;3.0;2.0;3.0;0;0;0;0;0;casablanca_lissasfa;33.5279337;-7.673531;6;0;6;6;11;0;1418.5580783284236;-0.7772011421567393;False;False;False;False;False;False;False;True;False
casablanca;massudia;18500000.0;70.0;;6.0;3.0;3.0;1;0;0;0;0;casablanca_massudia;33.5448755;-7.5822158;28;4;41;23;65;0;264285.71428571426;0.6724999617555769;False;False;False;False;False;True;False;False;False
casablanca;californie;1800000.0;130.0;;3.0;2.0;2.0;1;1;1;0;1;casablanca_californie;33.53281;-7.63309;4;0;12;4;13;2;13271.63182886768;-0.4863279618005737;True;False;False;False;False;False;False;False;False
casablanca;ain sebaa;2200000.0;210.0;;6.0;2.0;3.0;0;0;0;0;0;casablanca_ain sebaa;33.6015639;-7.5453682;5;1;8;11;12;0;3752.0569712390047;-0.6150807845302242;False;False;False;False;False;True;False;False;False
casablanca;anfa;2500000.0;240.0;;4.0;2.0;1.0;0;0;0;0;0;casablanca_anfa;33.5488381;-7.5722842;24;4;31;21;48;0;19935.525683628937;0.39863001154819216;True;False;False;False;False;False;False;False;False
casablanca;ain sebaa;620000.0;59.0;;2.0;1.0;2.0;0;0;0;0;0;casablanca_ain sebaa;33.6015639;-7.5453682;5;1;8;11;12;0;3752.0569712390047;-0.6150807845302242;True;False;False;False;False;False;False;False;False
casablanca;tacharouk;480000.0;62.0;;2.0;1.0;2.0;1;1;0;0;1;casablanca_tacharouk;33.5730521;-7.5218398;10;0;4;12;9;0;6229.189189189189;-0.6053726208969095;True;False;False;False;False;False;False;False;False
casablanca;californie;9300000.0;460.0;;4.0;5.0;3.0;1;1;1;1;1;casablanca_californie;33.53281;-7.63309;4;0;12;4;13;2;13271.63182886768;-0.4863279618005737;False;False;False;False;False;False;False;False;True
casablanca;belvdre;900000.0;98.0;;1.0;1.0;1.0;1;1;1;0;0;casablanca_belvdre;33.5488381;-7.5722842;24;4;31;21;48;0;12350.417743180216;0.39863001154819216;True;False;False;False;False;False;False;False;False
casablanca;californie;2490000.0;165.0;;2.0;3.0;4.0;1;1;1;0;0;casablanca_californie;33.53281;-7.63309;4;0;12;4;13;2;13271.63182886768;-0.4863279618005737;True;False;False;False;False;False;False;False;False
casablanca;oulfa;950000.0;91.0;;2.0;2.0;2.0;0;1;1;0;0;casablanca_oulfa;33.56486;-7.69421;21;0;25;9;25;0;13260.213353269308;-0.24990948028674984;True;False;False;False;False;False;False;False;False
casablanca;oasis;15000000.0;602.0;;4.0;4.0;3.0;1;1;0;1;1;casablanca_oasis;33.5554939;-7.6372963;25;6;23;9;23;1;16473.338605153527;0.188336652112426;False;False;False;False;False;False;False;False;True
casablanca;racine;2600000.0;76.0;;3.0;1.0;3.0;0;0;0;0;0;casablanca_racine;33.588421;-7.6387222;41;3;43;12;108;1;19322.592578370008;0.958028381720639;False;False;False;True;False;False;False;False;False
casablanca;burger;1850000.0;85.0;;1.0;1.0;3.0;1;0;0;0;0;casablanca_burger;33.5488381;-7.5722842;24;4;31;21;48;0;12519.3887876948;0.39863001154819216;True;False;False;False;False;False;False;False;False
casablanca;polo;7000000.0;400.0;;2.0;4.0;3.0;1;1;0;1;0;casablanca_polo;33.5488381;-7.5722842;24;4;31;21;48;0;12482.48458612095;0.39863001154819216;False;False;False;False;False;False;False;False;True
casablanca;beausjour;2880000.0;211.0;;3.0;2.0;3.0;0;1;1;0;0;casablanca_beausjour;33.5768853;-7.6478849;36;2;43;9;89;1;16203.759627176843;0.67913487994481;True;False;False;False;False;False;False;False;False
casablanca;californie;1680000.0;132.0;;3.0;2.0;3.0;1;1;1;0;1;casablanca_californie;33.53281;-7.63309;4;0;12;4;13;2;13271.63182886768;-0.4863279618005737;True;False;False;False;False;False;False;False;False
casablanca;franceville;480000.0;55.0;;1.0;1.0;3.0;1;0;0;0;0;casablanca_franceville;33.5670582;-7.6319186;33;11;48;12;71;1;3397.1499593670824;1.031492112993937;True;False;False;False;False;False;False;False;False
casablanca;almaz;6300000.0;300.0;;4.0;5.0;3.0;1;1;0;1;1;casablanca_almaz;33.5488381;-7.5722842;24;4;31;21;48;0;11372.52034095312;0.39863001154819216;False;False;False;False;False;False;False;False;True
casablanca;longchamps;23000000.0;1150.0;;3.0;2.0;3.0;0;0;0;0;0;casablanca_longchamps;33.586759;-7.654873;37;2;16;6;42;1;17334.23725208699;0.17050095826640016;False;False;False;False;False;False;False;True;False
casablanca;longchamps;27000000.0;1500.0;;7.0;1.0;3.0;0;0;0;0;0;casablanca_longchamps;33.586759;-7.654873;37;2;16;6;42;1;17334.23725208699;0.17050095826640016;False;False;False;False;False;False;False;False;True
casablanca;ain chock;1450000.0;140.0;;4.0;2.0;3.0;0;0;0;0;0;casablanca_ain chock;33.532723;-7.6170472;7;0;4;4;9;0;9494.614792834378;-0.8340479995681545;False;False;False;False;False;True;False;False;False
casablanca;ain borja;860000.0;78.0;;2.0;1.0;3.0;1;1;1;0;1;casablanca_ain borja;33.5891687;-7.5839509;4;1;10;5;32;1;12554.64809031948;-0.5002659123060296;True;False;False;False;False;False;False;False;False
casablanca;palmier;2170000.0;163.0;;3.0;2.0;3.0;1;0;1;0;0;casablanca_palmier;33.5946586;-7.6087161;19;1;47;9;115;2;17889.612445790597;0.6892305529188566;True;False;False;False;False;False;False;False;False
casablanca;les hpitaux;2000000.0;163.0;;3.0;2.0;5.0;1;1;1;0;1;casablanca_les hpitaux;33.582734506849;-7.618144493372;32;13;73;12;155;3;14479.961695607764;2.0239699128902124;True;False;False;False;False;False;False;False;False
casablanca;hay chrifa;870000.0;90.0;;2.0;1.0;3.0;0;1;0;0;0;casablanca_hay chrifa;33.5488381;-7.5722842;24;4;31;21;48;0;13829.078801331854;0.39863001154819216;True;False;False;False;False;False;False;False;False
casablanca;les princesses;1300000.0;58.0;;1.0;1.0;3.0;1;1;1;0;1;casablanca_les princesses;33.562374;-7.5594704;14;4;23;11;23;0;17438.750965463976;-0.17183461740679604;True;False;False;False;False;False;False;False;False
casablanca;roches noires;1800000.0;138.0;;3.0;2.0;3.0;0;0;0;0;0;casablanca_roches noires;33.58443;-7.575505;3;1;4;12;15;0;3851.4368954617103;-0.642282783695725;False;False;False;False;False;False;False;True;False
casablanca;jamila 5;750000.0;44.0;;3.0;1.0;3.0;0;0;0;0;0;casablanca_jamila 5;33.5838213;-7.619422;31;13;69;16;166;3;14826.498422712932;2.1193076118180367;False;False;False;True;False;False;False;False;False
casablanca;ain sebaa;11300.0;285.0;;3.0;2.0;1.0;1;1;1;0;1;casablanca_ain sebaa;33.6015639;-7.5453682;5;1;8;11;12;0;3752.0569712390047;-0.6150807845302242;True;False;False;False;False;False;False;False;False
casablanca;sidi maarouf;540000.0;50.0;;2.0;1.0;1.0;0;0;0;0;0;casablanca_sidi maarouf;33.5295098;-7.6467825;6;0;17;5;24;2;8775.816212502483;-0.3372968304819912;True;False;False;False;False;False;False;False;False
casablanca;californie;7800000.0;513.0;;4.0;3.0;3.0;1;1;0;0;1;casablanca_californie;33.53281;-7.63309;4;0;12;4;13;2;13271.63182886768;-0.4863279618005737;False;False;False;False;False;False;False;False;True
casablanca;les princesses;1300000.0;48.0;;1.0;1.0;5.0;1;1;1;0;1;casablanca_les princesses;33.562374;-7.5594704;14;4;23;11;23;0;17438.750965463976;-0.17183461740679604;True;False;False;False;False;False;False;False;False
casablanca;marif extension;5000000.0;220.0;;3.0;2.0;3.0;0;0;0;0;0;casablanca_marif extension;33.5805021;-7.6430308;44;2;51;12;116;1;15925.053353703324;1.0687918215145722;False;False;False;False;False;False;False;True;False
casablanca;hay alamal;800000.0;80.0;;3.0;1.0;3.0;0;0;0;0;0;casablanca_hay alamal;33.604855;-7.5144012;19;3;14;19;22;2;6751.946607341491;0.2719288907919892;False;False;False;True;False;False;False;False;False
casablanca;beausjour;2200000.0;251.0;;3.0;1.0;3.0;0;0;0;0;1;casablanca_beausjour;33.5768853;-7.6478849;36;2;43;9;89;1;16203.759627176843;0.67913487994481;False;False;False;True;False;False;False;False;False
casablanca;racine;5000000.0;392.0;;4.0;2.0;3.0;1;1;1;0;0;casablanca_racine;33.588421;-7.6387222;41;3;43;12;108;1;19322.592578370008;0.958028381720639;True;False;False;False;False;False;False;False;False
casablanca;ain diab;8500000.0;506.0;;4.0;4.0;3.0;0;1;0;0;0;casablanca_ain diab;33.5848607;-7.681233;10;1;6;3;7;0;19726.459436191453;-0.7618861236009302;False;False;False;False;False;False;False;False;True
casablanca;oulfa;1228000.0;83.0;;3.0;1.0;4.0;1;1;1;0;1;casablanca_oulfa;33.56486;-7.69421;21;0;25;9;25;0;13260.213353269308;-0.24990948028674984;False;True;False;False;False;False;False;False;False
casablanca;sidi maarouf;16000.0;79.0;;3.0;1.0;3.0;0;1;0;0;0;casablanca_sidi maarouf;33.5295098;-7.6467825;6;0;17;5;24;2;8775.816212502483;-0.3372968304819912;False;True;False;False;False;False;False;False;False
casablanca;les princesses;3900000.0;230.0;;2.0;2.0;1.0;1;1;0;0;1;casablanca_les princesses;33.562374;-7.5594704;14;4;23;11;23;0;17438.750965463976;-0.17183461740679604;True;False;False;False;False;False;False;False;False
casablanca;bourgogne ouest;1100000.0;105.0;;1.0;1.0;3.0;1;1;1;0;1;casablanca_bourgogne ouest;33.5971549;-7.6351534;31;3;24;9;76;1;10331.620303696403;0.42049514694505025;True;False;False;False;False;False;False;False;False
casablanca;casablanca marina;2500000.0;60.0;;1.0;1.0;12.0;1;1;1;0;1;casablanca_casablanca marina;33.6092738;-7.6242185;7;2;3;1;8;1;26657.86123488224;-0.6790568879903405;True;False;False;False;False;False;False;False;False
casablanca;ain diab;3550000.0;132.0;;2.0;2.0;2.0;0;1;1;1;0;casablanca_ain diab;33.5848607;-7.681233;10;1;6;3;7;0;19726.459436191453;-0.7618861236009302;True;False;False;False;False;False;False;False;False
casablanca;centre ville;7600000.0;443.0;;3.0;1.0;3.0;0;0;0;0;0;casablanca_centre ville;30.4140078;-9.6010916;5;3;24;4;29;1;13281.051535658513;-0.32063957920017316;False;False;False;True;False;False;False;False;False
casablanca;al qods;10000.0;80.0;;7.0;4.0;3.0;0;0;0;0;0;casablanca_al qods;33.6125863;-7.4948844;20;3;14;15;23;3;11140.422021259716;0.35429565749497793;False;False;False;False;False;True;False;False;False
casablanca;les hpitaux;1100000.0;57.0;;2.0;2.0;3.0;1;1;1;0;1;casablanca_les hpitaux;33.582734506849;-7.618144493372;32;13;73;12;155;3;14479.961695607764;2.0239699128902124;True;False;False;False;False;False;False;False;False
casablanca;belvdre;13700000.0;716.0;;3.0;2.0;3.0;0;0;1;0;0;casablanca_belvdre;33.5488381;-7.5722842;24;4;31;21;48;0;12350.417743180216;0.39863001154819216;False;False;False;True;False;False;False;False;False
casablanca;les hpitaux;9000000.0;500.0;;3.0;1.0;3.0;0;0;0;0;1;casablanca_les hpitaux;33.582734506849;-7.618144493372;32;13;73;12;155;3;14479.961695607764;2.0239699128902124;False;False;False;True;False;False;False;False;False
casablanca;ain diab;4500000.0;340.0;;4.0;5.0;3.0;1;1;1;0;1;casablanca_ain diab;33.5848607;-7.681233;10;1;6;3;7;0;19726.459436191453;-0.7618861236009302;True;False;False;False;False;False;False;False;False
casablanca;belvdre;1690000.0;120.0;;4.0;2.0;2.0;0;1;1;0;0;casablanca_belvdre;33.5488381;-7.5722842;24;4;31;21;48;0;12350.417743180216;0.39863001154819216;True;False;False;False;False;False;False;False;False
casablanca;palmier;1200000.0;53.0;;1.0;1.0;1.0;1;1;1;0;0;casablanca_palmier;33.5946586;-7.6087161;19;1;47;9;115;2;17889.612445790597;0.6892305529188566;True;False;False;False;False;False;False;False;False
casablanca;ain diab;3100000.0;127.0;;3.0;2.0;3.0;1;1;1;0;0;casablanca_ain diab;33.5848607;-7.681233;10;1;6;3;7;0;19726.459436191453;-0.7618861236009302;True;False;False;False;False;False;False;False;False
casablanca;anfa superieur;34000000.0;700.0;;4.0;4.0;3.0;1;1;0;0;0;casablanca_anfa superieur;33.5900357;-7.6633618;18;1;6;2;12;1;22911.09666585412;-0.4841126065385101;False;False;False;False;False;False;False;False;True
casablanca;marif extension;1300000.0;89.0;;2.0;1.0;3.0;0;1;1;0;0;casablanca_marif extension;33.5805021;-7.6430308;44;2;51;12;116;1;15925.053353703324;1.0687918215145722;True;False;False;False;False;False;False;False;False
casablanca;ain chock;7400000.0;435.0;;3.0;2.0;3.0;1;1;0;1;1;casablanca_ain chock;33.532723;-7.6170472;7;0;4;4;9;0;9494.614792834378;-0.8340479995681545;False;False;False;False;False;False;False;False;True
casablanca;mers sultan;12525000.0;501.0;;3.0;2.0;3.0;0;0;0;0;0;casablanca_mers sultan;33.5723689;-7.6042795;30;4;42;16;60;0;15135.94670406732;0.5277530639000731;False;False;False;False;False;False;False;True;False
casablanca;mandarona;2460000.0;154.0;;3.0;2.0;2.0;1;0;1;0;1;casablanca_mandarona;33.5315696;-7.6141553;7;0;6;4;10;0;19812.794274593507;-0.8123106861659435;True;False;False;False;False;False;False;False;False
casablanca;marif;950000.0;42.0;;1.0;1.0;1.0;1;1;1;0;1;casablanca_marif;33.582734506849;-7.618144493372;32;13;73;12;155;3;18532.85992780883;2.0239699128902124;True;False;False;False;False;False;False;False;False
casablanca;ain diab;11500000.0;1000.0;;3.0;2.0;3.0;0;0;0;0;0;casablanca_ain diab;33.5848607;-7.681233;10;1;6;3;7;0;19726.459436191453;-0.7618861236009302;False;False;False;False;False;False;False;True;False
casablanca;californie;2100000.0;121.0;;3.0;2.0;4.0;1;1;1;0;1;casablanca_californie;33.53281;-7.63309;4;0;12;4;13;2;13271.63182886768;-0.4863279618005737;True;False;False;False;False;False;False;False;False
casablanca;el manar - el hank;3250000.0;120.0;;3.0;2.0;3.0;1;1;0;0;1;casablanca_el manar - el hank;33.6037836;-7.6521276;13;0;4;3;9;1;20631.77979355646;-0.6112070956721583;True;False;False;False;False;False;False;False;False
casablanca;al qods;880000.0;90.0;;3.0;1.0;10.0;1;0;0;0;1;casablanca_al qods;33.6125863;-7.4948844;20;3;14;15;23;3;11140.422021259716;0.35429565749497793;True;False;False;False;False;False;False;False;False
casablanca;ain diab extension;2100000.0;104.0;;2.0;2.0;3.0;1;1;1;1;1;casablanca_ain diab extension;33.5848607;-7.681233;10;1;6;3;7;0;14119.146404862831;-0.7618861236009302;True;False;False;False;False;False;False;False;False
casablanca;gauthier;2600000.0;167.0;;2.0;2.0;3.0;0;1;0;0;0;casablanca_gauthier;33.5897344;-7.6307528;40;8;58;16;150;2;20441.0369595942;1.725588693367878;True;False;False;False;False;False;False;False;False
casablanca;el manar - el hank;7800000.0;400.0;;4.0;3.0;3.0;0;1;0;0;0;casablanca_el manar - el hank;33.6037836;-7.6521276;13;0;4;3;9;1;20631.77979355646;-0.6112070956721583;False;False;False;False;False;False;False;False;True
casablanca;inconnu;1700000.0;120.0;;3.0;1.0;3.0;1;1;0;0;0;casablanca_inconnu;33.5488381;-7.5722842;24;4;31;21;48;0;3253.009562137901;0.39863001154819216;True;False;False;False;False;False;False;False;False
casablanca;ain chock;1300000.0;101.0;;2.0;2.0;3.0;0;1;0;0;0;casablanca_ain chock;33.532723;-7.6170472;7;0;4;4;9;0;9494.614792834378;-0.8340479995681545;True;False;False;False;False;False;False;False;False
casablanca;hay tarik;440000.0;49.0;;1.0;1.0;3.0;1;0;0;0;0;casablanca_hay tarik;33.6091612;-7.5162645;23;3;19;17;18;2;16375.838926174496;0.31066153772052013;True;False;False;False;False;False;False;False;False
casablanca;casablanca finance city;4900000.0;218.0;;3.0;3.0;3.0;1;1;1;0;1;casablanca_casablanca finance city;33.56354;-7.6582444;14;2;24;8;34;2;21062.60371450936;0.04495705309579265;True;False;False;False;False;False;False;False;False
casablanca;ain diab;8800000.0;442.0;;4.0;4.0;3.0;1;1;0;1;1;casablanca_ain diab;33.5848607;-7.681233;10;1;6;3;7;0;19726.459436191453;-0.7618861236009302;False;False;False;False;False;False;False;False;True
casablanca;les princesses;2300000.0;153.0;;3.0;2.0;3.0;1;0;1;0;0;casablanca_les princesses;33.562374;-7.5594704;14;4;23;11;23;0;17438.750965463976;-0.17183461740679604;True;False;False;False;False;False;False;False;False
casablanca;mers sultan;2300000.0;281.0;;4.0;1.0;1.0;1;1;1;0;0;casablanca_mers sultan;33.5723689;-7.6042795;30;4;42;16;60;0;15135.94670406732;0.5277530639000731;True;False;False;False;False;False;False;False;False
casablanca;racine;3500000.0;247.0;;3.0;2.0;3.0;0;1;0;0;0;casablanca_racine;33.588421;-7.6387222;41;3;43;12;108;1;19322.592578370008;0.958028381720639;True;False;False;False;False;False;False;False;False
casablanca;triangle d'or;3200000.0;151.0;;3.0;2.0;3.0;1;1;0;0;1;casablanca_triangle d'or;33.5826394;-7.6377617;42;7;55;14;133;2;17963.191877115336;1.5614355087136158;True;False;False;False;False;False;False;False;False
casablanca;inconnu;1850000.0;116.0;;3.0;2.0;3.0;0;1;0;0;0;casablanca_inconnu;33.5488381;-7.5722842;24;4;31;21;48;0;3253.009562137901;0.39863001154819216;True;False;False;False;False;False;False;False;False
casablanca;racine;3050000.0;169.0;;3.0;2.0;3.0;1;1;0;0;0;casablanca_racine;33.588421;-7.6387222;41;3;43;12;108;1;19322.592578370008;0.958028381720639;True;False;False;False;False;False;False;False;False
casablanca;californie;1650000.0;134.0;;3.0;2.0;3.0;1;0;0;0;0;casablanca_californie;33.53281;-7.63309;4;0;12;4;13;2;13271.63182886768;-0.4863279618005737;True;False;False;False;False;False;False;False;False
casablanca;bernoussi;21900.0;121.0;;3.0;2.0;3.0;0;1;0;0;1;casablanca_bernoussi;33.6125863;-7.4948844;20;3;14;15;23;3;1967.7859139254597;0.35429565749497793;False;False;False;True;False;False;False;False;False
casablanca;hay zobir;440000.0;60.0;;2.0;1.0;3.0;0;0;0;0;0;casablanca_hay zobir;33.5488381;-7.5722842;24;4;31;21;48;0;18068.228524455404;0.39863001154819216;False;False;False;False;False;True;False;False;False
casablanca;nassim 2;4600000.0;120.0;;3.0;1.0;15.0;0;0;0;0;0;casablanca_nassim 2;33.586917111297;-7.62076692172;36;10;71;13;172;3;15972.83920013221;2.0486757970631793;True;False;False;False;False;False;False;False;False
casablanca;ain diab;15000000.0;800.0;;4.0;5.0;3.0;1;1;0;0;0;casablanca_ain diab;33.5848607;-7.681233;10;1;6;3;7;0;19726.459436191453;-0.7618861236009302;False;False;False;False;False;False;False;False;True
casablanca;californie;13000000.0;800.0;;4.0;4.0;3.0;1;1;1;1;1;casablanca_californie;33.53281;-7.63309;4;0;12;4;13;2;13271.63182886768;-0.4863279618005737;False;False;False;False;False;False;False;False;True
casablanca;gauthier;650000.0;25.0;;1.0;1.0;3.0;0;0;0;0;0;casablanca_gauthier;33.5897344;-7.6307528;40;8;58;16;150;2;20441.0369595942;1.725588693367878;True;False;False;False;False;False;False;False;False
casablanca;anassi;720000.0;78.0;;2.0;1.0;3.0;0;1;1;0;1;casablanca_anassi;33.5916227;-7.4938149;22;1;0;9;8;0;10313.438735177866;-0.4863787137691686;True;False;False;False;False;False;False;False;False
casablanca;cil;14355000.0;957.0;;4.0;3.0;3.0;0;0;0;0;0;casablanca_cil;33.5488381;-7.5722842;24;4;31;21;48;0;19371.283315359728;0.39863001154819216;False;False;False;False;False;False;False;False;True
casablanca;anfa superieur;28000000.0;1100.0;;4.0;3.0;3.0;1;1;0;1;0;casablanca_anfa superieur;33.5900357;-7.6633618;18;1;6;2;12;1;22911.09666585412;-0.4841126065385101;False;False;False;False;False;False;False;False;True
casablanca;mandarona;18000.0;100.0;;2.0;2.0;1.0;1;1;1;0;1;casablanca_mandarona;33.5315696;-7.6141553;7;0;6;4;10;0;19812.794274593507;-0.8123106861659435;True;False;False;False;False;False;False;False;False
casablanca;inconnu;1360000.0;67.0;;3.0;2.0;3.0;0;1;0;0;0;casablanca_inconnu;33.5488381;-7.5722842;24;4;31;21;48;0;3253.009562137901;0.39863001154819216;False;True;False;False;False;False;False;False;False
casablanca;racine;2300000.0;150.0;;2.0;2.0;3.0;1;1;0;0;1;casablanca_racine;33.588421;-7.6387222;41;3;43;12;108;1;19322.592578370008;0.958028381720639;True;False;False;False;False;False;False;False;False
casablanca;inconnu;4000000.0;200.0;;3.0;2.0;3.0;0;1;0;0;0;casablanca_inconnu;33.5488381;-7.5722842;24;4;31;21;48;0;3253.009562137901;0.39863001154819216;True;False;False;False;False;False;False;False;False
casablanca;hay mohammadi;5100000.0;120.0;;10.0;4.0;3.0;1;1;0;0;0;casablanca_hay mohammadi;33.5864657;-7.5608054;9;3;5;13;14;0;10159.188451033944;-0.4403300728404361;True;False;False;False;False;False;False;False;False
casablanca;racine;2500000.0;130.0;;3.0;2.0;4.0;0;1;1;0;0;casablanca_racine;33.588421;-7.6387222;41;3;43;12;108;1;19322.592578370008;0.958028381720639;True;False;False;False;False;False;False;False;False
casablanca;casablanca finance city;1850000.0;62.0;;1.0;1.0;3.0;1;1;1;1;1;casablanca_casablanca finance city;33.56354;-7.6582444;14;2;24;8;34;2;21062.60371450936;0.04495705309579265;True;False;False;False;False;False;False;False;False
casablanca;racine;2800000.0;172.0;;3.0;2.0;1.0;0;1;1;0;0;casablanca_racine;33.588421;-7.6387222;41;3;43;12;108;1;19322.592578370008;0.958028381720639;True;False;False;False;False;False;False;False;False
casablanca;marif;1630000.0;107.0;;3.0;2.0;3.0;1;1;0;0;0;casablanca_marif;33.582734506849;-7.618144493372;32;13;73;12;155;3;18532.85992780883;2.0239699128902124;True;False;False;False;False;False;False;False;False
casablanca;racine extension;900000.0;40.0;;1.0;1.0;2.0;1;0;0;0;1;casablanca_racine extension;33.5944933;-7.6458861;38;3;20;6;56;0;18001.04737881114;0.17561678250246648;True;False;False;False;False;False;False;False;False
casablanca;belvdre;1100000.0;109.0;;2.0;1.0;7.0;1;1;1;0;1;casablanca_belvdre;33.5488381;-7.5722842;24;4;31;21;48;0;12350.417743180216;0.39863001154819216;True;False;False;False;False;False;False;False;False
casablanca;sidi moumen;830000.0;79.0;;2.0;2.0;5.0;1;1;1;0;0;casablanca_sidi moumen;33.5884065;-7.4981126;21;1;0;7;6;0;14372.257292120155;-0.5570670210009723;True;False;False;False;False;False;False;False;False
casablanca;inconnu;2900000.0;150.0;;3.0;2.0;3.0;0;0;0;0;0;casablanca_inconnu;33.5488381;-7.5722842;24;4;31;21;48;0;3253.009562137901;0.39863001154819216;False;True;False;False;False;False;False;False;False
casablanca;ain borja;740000.0;75.0;;2.0;1.0;5.0;1;1;1;0;0;casablanca_ain borja;33.5891687;-7.5839509;4;1;10;5;32;1;12554.64809031948;-0.5002659123060296;True;False;False;False;False;False;False;False;False
casablanca;roches noires;5486000.0;252.0;;3.0;4.0;3.0;0;0;0;0;1;casablanca_roches noires;33.58443;-7.575505;3;1;4;12;15;0;3851.4368954617103;-0.642282783695725;False;False;False;True;False;False;False;False;False
casablanca;roches noires;947000.0;81.0;;2.0;2.0;4.0;1;1;1;0;1;casablanca_roches noires;33.58443;-7.575505;3;1;4;12;15;0;3851.4368954617103;-0.642282783695725;True;False;False;False;False;False;False;False;False
casablanca;oulfa;1200000.0;112.0;;3.0;2.0;3.0;0;0;0;0;0;casablanca_oulfa;33.56486;-7.69421;21;0;25;9;25;0;13260.213353269308;-0.24990948028674984;True;False;False;False;False;False;False;False;False
casablanca;beausjour;1420000.0;142.0;;2.0;2.0;5.0;1;0;1;0;0;casablanca_beausjour;33.5768853;-7.6478849;36;2;43;9;89;1;16203.759627176843;0.67913487994481;True;False;False;False;False;False;False;False;False
